image_path,label
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0103.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0098.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0017.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0043.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0006.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0109.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0049.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0165.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0032.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0099.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0066.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0008.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0090.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0159.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0112.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0106.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0100.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0020.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0060.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0116.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0120.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0033.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0001.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0170.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0028.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0184.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0104.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0078.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0015.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0124.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0162.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0198.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0034.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0138.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0073.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0040.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0084.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0094.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0147.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0164.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0151.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0095.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0152.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0134.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0155.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0161.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0167.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0136.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0141.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0093.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0171.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0140.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0023.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0173.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0190.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0197.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/02_l/frame_07_02_0107.png,02_l
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0162.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0164.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0057.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0189.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0053.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0185.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0017.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0090.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0098.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0132.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0060.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0141.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0072.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0160.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0170.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0058.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0067.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0105.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0120.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0110.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0139.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0121.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0149.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0173.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0177.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0148.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0181.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0062.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0166.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0142.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0154.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0108.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0127.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0038.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0064.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0032.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0112.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0080.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0066.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0045.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0191.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0186.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0195.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0147.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0041.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0035.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0187.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0029.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0109.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0180.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0092.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0031.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0192.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0103.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0042.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0013.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0153.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0095.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0163.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0094.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0199.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0135.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0005.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0184.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0182.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0007.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0172.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0155.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0156.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0097.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0165.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0012.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0169.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0008.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0171.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0033.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0114.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0068.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0087.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0088.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0119.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0025.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0124.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0055.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0117.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0143.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0069.png,04_fist_moved
/kaggle/input/leapgestrecog/leapGestRecog/07/04_fist_moved/frame_07_04_0176.png,04_fist_moved
